otu_id,Kingdom,Phylum,Class,Order,Family,Genus,Species
otu1946,Bacteria,Candidatus Bipolaricaulota,Unclassified.Candidatus Bipolaricaulota,Unclassified.Candidatus Bipolaricaulota,Unclassified.Candidatus Bipolaricaulota,Unclassified.Candidatus Bipolaricaulota,Unclassified.Candidatus Bipolaricaulota
otu1947,Bacteria,Unclassified.uncultured bacterium HF186_25m_27D22,Unclassified.uncultured bacterium HF186_25m_27D22,Unclassified.uncultured bacterium HF186_25m_27D22,Unclassified.uncultured bacterium HF186_25m_27D22,Unclassified.uncultured bacterium HF186_25m_27D22,Unclassified.uncultured bacterium HF186_25m_27D22
otu1948,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
otu1949,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus champanellensis
otu1950,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella tundricola
otu1951,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unclassified.Paraburkholderia
otu1952,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium gallinarum
otu1953,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax saidenbachensis
otu1954,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Unclassified.Gemmata
otu1955,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis
otu1956,Bacteria,Unclassified.Candidatus Babeliae,Unclassified.Candidatus Babeliae,Unclassified.Candidatus Babeliae,Unclassified.Candidatus Babeliae,Unclassified.Candidatus Babeliae,Unclassified.Candidatus Babeliae
otu1957,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium sp. C-61
otu1958,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira defluvii
otu1959,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Unclassified.Alistipes
otu1960,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella thiooxydans
otu1961,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,Mycolicibacter sinensis
otu1962,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JS42
otu1963,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Unclassified.Acidimicrobium
otu1964,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus curdlanolyticus
otu1965,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pactum
otu1966,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Unclassified.Aeromicrobium
otu1967,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Unclassified.Gardnerella
otu1968,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium indicum
otu1969,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium sp. MJ126-NF4
otu1970,Bacteria,Thermodesulfobacteria,Unclassified.Thermodesulfobacteria,Unclassified.Thermodesulfobacteria,Unclassified.Thermodesulfobacteria,Unclassified.Thermodesulfobacteria,Unclassified.Thermodesulfobacteria
otu1971,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Allochromatium vinosum
otu1972,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus hymeniacidonis
otu1973,Unclassified.uncultured organism,Unclassified.uncultured organism,Unclassified.uncultured organism,Unclassified.uncultured organism,Unclassified.uncultured organism,Unclassified.uncultured organism,Unclassified.uncultured organism
otu1974,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. AgN23
otu1975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium aquaticum
otu1976,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp. 'occitanis'
otu1977,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Vulgatibacteraceae,Vulgatibacter,Vulgatibacter incomptus
otu1978,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rhodoluna,Unclassified.Rhodoluna
otu1979,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unclassified.Lactococcus
otu1980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium ottawaense
otu1981,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum aestivum
otu1982,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unclassified.Mycobacterium
otu1983,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unclassified.Leptothrix,Leptothrix,Unclassified.Leptothrix
otu1984,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Unclassified.Dialister
otu1985,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albus
otu1986,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chloroherpeton,Unclassified.Chloroherpeton
otu1987,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces purpureogenus
otu1988,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter pickeringii
otu1989,Eukaryota,Evosea,Unclassified.Mastigamoebida,Mastigamoebida,Entamoebidae,Entamoeba,Unclassified.Entamoeba
otu1990,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces alfalfae
otu1991,Bacteria,Cyanobacteria,Unclassified.Nostocales,Nostocales,Aphanizomenonaceae,Raphidiopsis,Raphidiopsis curvata
otu1992,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Unclassified.Sphingobacterium
otu1993,Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Unclassified.Malassezia
otu1994,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. WSM1497
otu1995,Bacteria,Unclassified.uncultured bacterium 253,Unclassified.uncultured bacterium 253,Unclassified.uncultured bacterium 253,Unclassified.uncultured bacterium 253,Unclassified.uncultured bacterium 253,Unclassified.uncultured bacterium 253
otu1996,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Unclassified.[Caldibacillus] cellulovorans,Unclassified.[Caldibacillus] cellulovorans
otu1997,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Unclassified.Thermofilum
otu1998,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PRwf-1
otu1999,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia mangyaensis
otu2000,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,Unclassified.Methanothrix
otu2001,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Unclassified.Odoribacter
otu2002,Eukaryota,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,Unclassified.Glossina
otu2003,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium opportunistum
otu2004,Bacteria,Planctomycetes,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Unclassified.Candidatus Kuenenia
otu2005,Eukaryota,Unclassified.Oomycota,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora capsici
otu2006,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Unclassified.Kosakonia
otu2007,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya,Starkeya novella
otu2008,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus donghaensis
otu2009,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,Chthonomonas calidirosea
otu2010,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. CH-3
otu2011,Bacteria,Unclassified.uncultured bacterium fosmid pJB69A5,Unclassified.uncultured bacterium fosmid pJB69A5,Unclassified.uncultured bacterium fosmid pJB69A5,Unclassified.uncultured bacterium fosmid pJB69A5,Unclassified.uncultured bacterium fosmid pJB69A5,Unclassified.uncultured bacterium fosmid pJB69A5
otu2012,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,Methylobacillus flagellatus
otu2013,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,Unclassified.Faecalibaculum
otu2014,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Unclassified.Providencia
otu2015,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia plymuthica
otu2016,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. LAB-08
otu2017,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii
otu2018,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus stipitatus
otu2019,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia brasiliensis
otu2020,Eukaryota,Arthropoda,Insecta,Diptera,Muscidae,Musca,Musca domestica
otu2021,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans,Unclassified.Sideroxydans
otu2022,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. TLI_053
otu2023,Bacteria,Cyanobacteria,Unclassified.Nostocales,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NIES-2111
otu2024,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter guillouiae
otu2025,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Unclassified.Blumeria
otu2026,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cattleya
otu2027,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces aureus
otu2028,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces fodineus
otu2029,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. PM2-P1-29
otu2030,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Unclassified.Microbulbifer
otu2031,Eukaryota,Unclassified.Eustigmatophyceae,Unclassified.Eustigmatophyceae,Unclassified.Eustigmatophyceae,Unclassified.Eustigmatophyceae,Unclassified.Eustigmatophyceae,Unclassified.Eustigmatophyceae
otu2032,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,Aminobacterium colombiense
otu2033,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Unclassified.Candida
otu2034,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,Unclassified.Amylolactobacillus
otu2035,Bacteria,Calditrichaeota,Calditrichae,Calditrichales,Calditrichaceae,Caldithrix,Caldithrix abyssi
otu2036,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius
otu2037,Bacteria,Candidatus Bipolaricaulota,Unclassified.uncultured Acetothermia bacterium,Unclassified.uncultured Acetothermia bacterium,Unclassified.uncultured Acetothermia bacterium,Unclassified.uncultured Acetothermia bacterium,Unclassified.uncultured Acetothermia bacterium
otu2038,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Unclassified.Leucoagaricus
otu2039,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,Salinispora tropica
otu2040,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum
otu2041,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caribensis
otu2042,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium dichloroeliminans
otu2043,Bacteria,Cyanobacteria,Unclassified.Synechococcales,Synechococcales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp. PCC 7367
otu2044,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola insolens
otu2045,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Unclassified.Desulfovibrio
otu2046,Bacteria,Proteobacteria,Betaproteobacteria,Unclassified.Betaproteobacteria bacterium UKL13-2,Unclassified.Betaproteobacteria bacterium UKL13-2,Unclassified.Betaproteobacteria bacterium UKL13-2,Unclassified.Betaproteobacteria bacterium UKL13-2
otu2047,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Unclassified.Teredinibacter
otu2048,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas viridiflava
otu2049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella inopinata
otu2050,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Unclassified.Akkermansia
otu2051,Eukaryota,Unclassified.uncultured symbiotic protist of Neotermes koshunensis,Unclassified.uncultured symbiotic protist of Neotermes koshunensis,Unclassified.uncultured symbiotic protist of Neotermes koshunensis,Unclassified.uncultured symbiotic protist of Neotermes koshunensis,Unclassified.uncultured symbiotic protist of Neotermes koshunensis,Unclassified.uncultured symbiotic protist of Neotermes koshunensis
otu2052,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia bronchialis
otu2053,Bacteria,Unclassified.uncultured bacterium 5H7,Unclassified.uncultured bacterium 5H7,Unclassified.uncultured bacterium 5H7,Unclassified.uncultured bacterium 5H7,Unclassified.uncultured bacterium 5H7,Unclassified.uncultured bacterium 5H7
otu2054,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. DS20
otu2055,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Unclassified.[Bacillus] selenitireducens,Unclassified.[Bacillus] selenitireducens
otu2056,Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon,Unclassified.Herpetosiphon
otu2057,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermoactinospora,Thermoactinospora rubra
otu2058,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Unclassified.Frankineae bacterium MT45,Unclassified.Frankineae bacterium MT45,Frankineae bacterium MT45
otu2059,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula baltica
otu2060,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter polyhydroxybutyrativorans
otu2061,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Unclassified.Lutibacter
otu2062,Eukaryota,Chytridiomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Pecoramyces,Unclassified.Pecoramyces
otu2063,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. AL041005-10
otu2064,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota nameko
otu2065,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Siansivirga,Unclassified.Siansivirga
otu2066,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,Unclassified.Verrucomicrobium
otu2067,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Unclassified.Erwinia
otu2068,Bacteria,Unclassified.uncultured bacterium EIL107F05,Unclassified.uncultured bacterium EIL107F05,Unclassified.uncultured bacterium EIL107F05,Unclassified.uncultured bacterium EIL107F05,Unclassified.uncultured bacterium EIL107F05,Unclassified.uncultured bacterium EIL107F05
otu2069,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Unclassified.Mucilaginibacter
otu2070,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophothermus,Syntrophothermus lipocalidus
otu2071,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter radiotolerans
otu2072,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii
otu2073,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus oshimai
otu2074,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Unclassified.Acidithiobacillus
otu2075,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Unclassified.Tatlockia
otu2076,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta thermophila
otu2077,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Unclassified.Yarrowia
otu2078,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,Unclassified.Alkalihalobacillus
otu2079,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter,Unclassified.Caldanaerobacter
otu2080,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter bemidjiensis
otu2081,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Unclassified.Nitrosospira
otu2082,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,[Mycobacterium] stephanolepidis
otu2083,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus capsulatus
otu2084,Bacteria,Unclassified.candidate division Kazan bacterium GW2011_GWA1_50_15,Unclassified.candidate division Kazan bacterium GW2011_GWA1_50_15,Unclassified.candidate division Kazan bacterium GW2011_GWA1_50_15,Unclassified.candidate division Kazan bacterium GW2011_GWA1_50_15,Unclassified.candidate division Kazan bacterium GW2011_GWA1_50_15,Unclassified.candidate division Kazan bacterium GW2011_GWA1_50_15
otu2085,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvibacter,Unclassified.Desulfocurvibacter
otu2086,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora echinospora
otu2087,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,Desulfotalea psychrophila
otu2088,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Unclassified.Natrinema
otu2089,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Unclassified.Coxiella
otu2090,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Unclassified.Dickeya
otu2091,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Unclassified.Stachybotrys
otu2092,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,Unclassified.Oceanithermus
otu2093,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Unclassified.Aeromonas
otu2094,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,Unclassified.Rasamsonia
otu2095,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yamanorum
otu2096,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,Sphaerisporangium sp. SANK 60911
otu2097,Bacteria,Unclassified.uncultured bacterium G2_7,Unclassified.uncultured bacterium G2_7,Unclassified.uncultured bacterium G2_7,Unclassified.uncultured bacterium G2_7,Unclassified.uncultured bacterium G2_7,Unclassified.uncultured bacterium G2_7
otu2098,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa
otu2099,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Unclassified.Methanolobus
otu2100,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum
otu2101,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,uncultured Desulfobacterium sp.
otu2102,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Unclassified.Ehrlichia
otu2103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus Endolissoclinum,Unclassified.Candidatus Endolissoclinum
otu2104,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,Unclassified.Cobetia
otu2105,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium halotolerans
otu2106,Eukaryota,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,Phyllotreta striolata
otu2107,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. WRL301
otu2108,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Unclassified.Chlamydia
otu2109,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,Candidatus Koribacter versatilis
otu2110,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema,Unclassified.Actinosynnema
otu2111,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia xenovorans
otu2112,Eukaryota,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago maydis
otu2113,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax ferrireducens
otu2114,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia phthalatica
otu2115,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,Haliangium ochraceum
otu2116,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae,Microscilla,Unclassified.Microscilla
otu2117,Eukaryota,Rotifera,Bdelloidea,Adinetida,Adinetidae,Adineta,Unclassified.Adineta
otu2118,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,Unclassified.Pseudopropionibacterium
otu2119,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum halorespirans
otu2120,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces vietnamensis
otu2121,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Unclassified.Salegentibacter
otu2122,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,Beijerinckia indica
otu2123,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
otu2124,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas fimi
otu2125,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura sp.
otu2126,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus geothermalis
otu2127,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Unclassified.Roseovarius
otu2128,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola,Sediminicola sp. YIK13
otu2129,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium vaccinii
otu2130,Bacteria,Candidatus Saccharibacteria,Unclassified.Candidatus Saccharimonas,Unclassified.Candidatus Saccharimonas,Unclassified.Candidatus Saccharimonas,Candidatus Saccharimonas,Unclassified.Candidatus Saccharimonas
otu2131,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Thermoclostridium,Thermoclostridium stercorarium
otu2132,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Cystobacter,Cystobacter sp. Cbv34
otu2133,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mucidolens
otu2134,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. NML98-0116
otu2135,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas translucens
